Attaching to keycloak-ciba
keycloak-ciba  | Updating the configuration and installing your custom providers, if any. Please wait.
keycloak-ciba  | 2025-06-19 17:32:26,984 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to REALM_CLIENT_TEMPLATE (CLIENT_TEMPLATE_ID)
keycloak-ciba  | 2025-06-19 17:32:26,985 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to TEMPLATE_SCOPE_MAPPING (TEMPLATE_ID, ROLE_ID)
keycloak-ciba  | 2025-06-19 17:32:26,986 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to TEMPLATE_SCOPE_MAPPING (TEMPLATE_ID)
keycloak-ciba  | 2025-06-19 17:32:26,987 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to TEMPLATE_SCOPE_MAPPING (ROLE_ID)
keycloak-ciba  | 2025-06-19 17:32:26,988 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to CLIENT_TEMPLATE_ATTRIBUTES (TEMPLATE_ID, NAME)
keycloak-ciba  | 2025-06-19 17:32:26,989 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to CLIENT_TEMPLATE_ATTRIBUTES (TEMPLATE_ID)
keycloak-ciba  | 2025-06-19 17:32:26,990 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in CREDENTIAL
keycloak-ciba  | 2025-06-19 17:32:26,990 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-1.8.0.xml::1.8.0::mposolda@redhat.com ran successfully in 37ms
keycloak-ciba  | 2025-06-19 17:32:26,992 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-1.8.0.xml::1.8.0-2::keycloak
keycloak-ciba  | 2025-06-19 17:32:26,993 DEBUG [liquibase.changelog.ChangeSet] (main) Default value dropped from CREDENTIAL.ALGORITHM
keycloak-ciba  | 2025-06-19 17:32:26,993 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in CREDENTIAL
keycloak-ciba  | 2025-06-19 17:32:26,993 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-1.8.0.xml::1.8.0-2::keycloak ran successfully in 1ms
keycloak-ciba  | 2025-06-19 17:32:26,997 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/db2-jpa-changelog-1.8.0.xml::1.8.0::mposolda@redhat.com
keycloak-ciba  | 2025-06-19 17:32:26,997 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/db2-jpa-changelog-1.8.0.xml::1.8.0::mposolda@redhat.com" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : DBMS Precondition failed: expected db2, got h2
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:26,998 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/db2-jpa-changelog-1.8.0.xml::1.8.0-2::keycloak
keycloak-ciba  | 2025-06-19 17:32:26,999 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/db2-jpa-changelog-1.8.0.xml::1.8.0-2::keycloak" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : DBMS Precondition failed: expected db2, got h2
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,001 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-1.9.0.xml::1.9.0::mposolda@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,001 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,002 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,002 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,002 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,003 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in CREDENTIAL
keycloak-ciba  | 2025-06-19 17:32:27,003 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in CREDENTIAL
keycloak-ciba  | 2025-06-19 17:32:27,003 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in CREDENTIAL
keycloak-ciba  | 2025-06-19 17:32:27,004 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,004 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in REALM
keycloak-ciba  | 2025-06-19 17:32:27,005 DEBUG [liquibase.changelog.ChangeSet] (main) Update 1.9.0.Final: no update applicable for this taskUpdate 1.9.0.Final: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,006 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_93S3P0DIUXAWWQQSA528UBY2Q dropped
keycloak-ciba  | 2025-06-19 17:32:27,006 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_M6QGA3RFME47335JY8JXYXH3I dropped
keycloak-ciba  | 2025-06-19 17:32:27,007 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_M6QGA3RFME47335JY8JXYXH3I dropped from REALM_CLIENT
keycloak-ciba  | 2025-06-19 17:32:27,007 DEBUG [liquibase.changelog.ChangeSet] (main) Table REALM_CLIENT dropped
keycloak-ciba  | 2025-06-19 17:32:27,008 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_RLM_CLI_TMPLT_RLM dropped
keycloak-ciba  | 2025-06-19 17:32:27,008 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_RLM_CLI_TMPLT_CLI dropped
keycloak-ciba  | 2025-06-19 17:32:27,008 DEBUG [liquibase.changelog.ChangeSet] (main) Table REALM_CLIENT_TEMPLATE dropped
keycloak-ciba  | 2025-06-19 17:32:27,009 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_213LYQ09FKXQ8K8NY8DY3737T dropped
keycloak-ciba  | 2025-06-19 17:32:27,009 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key FK_DCCIRJLIPU1478VQC89DID88C dropped
keycloak-ciba  | 2025-06-19 17:32:27,009 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint UK_DCCIRJLIPU1478VQC89DID88C dropped from FED_PROVIDERS
keycloak-ciba  | 2025-06-19 17:32:27,009 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_PROVIDERS dropped
keycloak-ciba  | 2025-06-19 17:32:27,010 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_US_SESS_ID_ON_CL_SESS created
keycloak-ciba  | 2025-06-19 17:32:27,011 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-1.9.0.xml::1.9.0::mposolda@redhat.com ran successfully in 10ms
keycloak-ciba  | 2025-06-19 17:32:27,012 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-1.9.1.xml::1.9.1::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,013 DEBUG [liquibase.changelog.ChangeSet] (main) REALM.PRIVATE_KEY datatype was changed to VARCHAR(4000)
keycloak-ciba  | 2025-06-19 17:32:27,013 DEBUG [liquibase.changelog.ChangeSet] (main) REALM.PUBLIC_KEY datatype was changed to VARCHAR(4000)
keycloak-ciba  | 2025-06-19 17:32:27,014 DEBUG [liquibase.changelog.ChangeSet] (main) REALM.CERTIFICATE datatype was changed to VARCHAR(4000)
keycloak-ciba  | 2025-06-19 17:32:27,014 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-1.9.1.xml::1.9.1::keycloak ran successfully in 2ms
keycloak-ciba  | 2025-06-19 17:32:27,015 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/db2-jpa-changelog-1.9.1.xml::1.9.1::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,015 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/db2-jpa-changelog-1.9.1.xml::1.9.1::keycloak" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : DBMS Precondition failed: expected db2, got h2
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,017 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-1.9.2.xml::1.9.2::keycloak
keycloak-ciba  | 2025-06-19 17:32:27,018 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_EMAIL created
keycloak-ciba  | 2025-06-19 17:32:27,018 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_ROLE_MAPPING created
keycloak-ciba  | 2025-06-19 17:32:27,019 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_GROUP_MAPPING created
keycloak-ciba  | 2025-06-19 17:32:27,019 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_CONSENT created
keycloak-ciba  | 2025-06-19 17:32:27,020 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CONSENT_PROTMAPPER created
keycloak-ciba  | 2025-06-19 17:32:27,020 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_CONSENT_ROLE created
keycloak-ciba  | 2025-06-19 17:32:27,021 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_ATTRIBUTE created
keycloak-ciba  | 2025-06-19 17:32:27,021 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_CREDENTIAL created
keycloak-ciba  | 2025-06-19 17:32:27,021 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_USER_REQACTIONS created
keycloak-ciba  | 2025-06-19 17:32:27,022 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_FEDIDENTITY_USER created
keycloak-ciba  | 2025-06-19 17:32:27,022 DEBUG [liquibase.changelog.ChangeSet] (main) Index IDX_FEDIDENTITY_FEDUSER created
keycloak-ciba  | 2025-06-19 17:32:27,023 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-1.9.2.xml::1.9.2::keycloak ran successfully in 5ms
keycloak-ciba  | 2025-06-19 17:32:27,027 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-2.0.0.xml::authz-2.0.0::psilva@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,028 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_SERVER created
keycloak-ciba  | 2025-06-19 17:32:27,029 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SERVER (ID)
keycloak-ciba  | 2025-06-19 17:32:27,030 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER(CLIENT_ID)
keycloak-ciba  | 2025-06-19 17:32:27,031 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_SERVER_RESOURCE created
keycloak-ciba  | 2025-06-19 17:32:27,031 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SERVER_RESOURCE (ID)
keycloak-ciba  | 2025-06-19 17:32:27,033 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_RESOURCE (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,033 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_RESOURCE(NAME,OWNER,RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,034 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_SERVER_SCOPE created
keycloak-ciba  | 2025-06-19 17:32:27,035 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SERVER_SCOPE (ID)
keycloak-ciba  | 2025-06-19 17:32:27,037 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_SCOPE (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,038 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_SCOPE(NAME,RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,039 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_SERVER_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,040 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SERVER_POLICY (ID)
keycloak-ciba  | 2025-06-19 17:32:27,041 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SERVER_POLICY (RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,041 DEBUG [liquibase.changelog.ChangeSet] (main) Unique constraint added to RESOURCE_SERVER_POLICY(NAME,RESOURCE_SERVER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,042 DEBUG [liquibase.changelog.ChangeSet] (main) Table POLICY_CONFIG created
keycloak-ciba  | 2025-06-19 17:32:27,043 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to POLICY_CONFIG (POLICY_ID, NAME)
keycloak-ciba  | 2025-06-19 17:32:27,044 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to POLICY_CONFIG (POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,045 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_SCOPE created
keycloak-ciba  | 2025-06-19 17:32:27,045 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_SCOPE (RESOURCE_ID,SCOPE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,047 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SCOPE (RESOURCE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,048 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_SCOPE (SCOPE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,049 DEBUG [liquibase.changelog.ChangeSet] (main) Table RESOURCE_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,049 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to RESOURCE_POLICY (RESOURCE_ID,POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,050 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_POLICY (RESOURCE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,051 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to RESOURCE_POLICY (POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,052 DEBUG [liquibase.changelog.ChangeSet] (main) Table SCOPE_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,053 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to SCOPE_POLICY (SCOPE_ID,POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,054 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to SCOPE_POLICY (SCOPE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,055 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to SCOPE_POLICY (POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,056 DEBUG [liquibase.changelog.ChangeSet] (main) Table ASSOCIATED_POLICY created
keycloak-ciba  | 2025-06-19 17:32:27,056 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to ASSOCIATED_POLICY (POLICY_ID,ASSOCIATED_POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,057 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to ASSOCIATED_POLICY (POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,059 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to ASSOCIATED_POLICY (ASSOCIATED_POLICY_ID)
keycloak-ciba  | 2025-06-19 17:32:27,059 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-authz-2.0.0.xml::authz-2.0.0::psilva@redhat.com ran successfully in 32ms
keycloak-ciba  | 2025-06-19 17:32:27,061 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-authz-2.5.1.xml::authz-2.5.1::psilva@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,062 DEBUG [liquibase.changelog.ChangeSet] (main) Data updated in RESOURCE_SERVER_POLICY
keycloak-ciba  | 2025-06-19 17:32:27,062 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-authz-2.5.1.xml::authz-2.5.1::psilva@redhat.com ran successfully in 1ms
keycloak-ciba  | 2025-06-19 17:32:27,065 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.1.0.xml::2.1.0-KEYCLOAK-5461::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,067 DEBUG [liquibase.changelog.ChangeSet] (main) Table BROKER_LINK created
keycloak-ciba  | 2025-06-19 17:32:27,068 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_ATTRIBUTE created
keycloak-ciba  | 2025-06-19 17:32:27,069 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_CONSENT created
keycloak-ciba  | 2025-06-19 17:32:27,070 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_CONSENT_ROLE created
keycloak-ciba  | 2025-06-19 17:32:27,071 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_CONSENT_PROT_MAPPER created
keycloak-ciba  | 2025-06-19 17:32:27,072 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_CREDENTIAL created
keycloak-ciba  | 2025-06-19 17:32:27,073 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_GROUP_MEMBERSHIP created
keycloak-ciba  | 2025-06-19 17:32:27,074 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_REQUIRED_ACTION created
keycloak-ciba  | 2025-06-19 17:32:27,075 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_USER_ROLE_MAPPING created
keycloak-ciba  | 2025-06-19 17:32:27,076 DEBUG [liquibase.changelog.ChangeSet] (main) Table COMPONENT_CONFIG created
keycloak-ciba  | 2025-06-19 17:32:27,077 DEBUG [liquibase.changelog.ChangeSet] (main) Table COMPONENT created
keycloak-ciba  | 2025-06-19 17:32:27,078 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to BROKER_LINK (IDENTITY_PROVIDER, USER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,079 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_ATTRIBUTE (ID)
keycloak-ciba  | 2025-06-19 17:32:27,079 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_CONSENT (ID)
keycloak-ciba  | 2025-06-19 17:32:27,080 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_CONSENT_ROLE (USER_CONSENT_ID, ROLE_ID)
keycloak-ciba  | 2025-06-19 17:32:27,081 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_CONSENT_PROT_MAPPER (USER_CONSENT_ID, PROTOCOL_MAPPER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,082 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_CREDENTIAL (ID)
keycloak-ciba  | 2025-06-19 17:32:27,083 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_GROUP_MEMBERSHIP (GROUP_ID, USER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,083 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_ROLE_MAPPING (ROLE_ID, USER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,084 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FED_USER_REQUIRED_ACTION (REQUIRED_ACTION, USER_ID)
keycloak-ciba  | 2025-06-19 17:32:27,085 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to COMPONENT (ID)
keycloak-ciba  | 2025-06-19 17:32:27,085 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to COMPONENT_CONFIG (ID)
keycloak-ciba  | 2025-06-19 17:32:27,086 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to COMPONENT (REALM_ID)
keycloak-ciba  | 2025-06-19 17:32:27,088 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to COMPONENT_CONFIG (COMPONENT_ID)
keycloak-ciba  | 2025-06-19 17:32:27,088 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.1.0.xml::2.1.0-KEYCLOAK-5461::bburke@redhat.com ran successfully in 23ms
keycloak-ciba  | 2025-06-19 17:32:27,091 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.2.0.xml::2.2.0::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,093 DEBUG [liquibase.changelog.ChangeSet] (main) Columns RESOURCE_TYPE(VARCHAR(64)) added to ADMIN_EVENT_ENTITY
keycloak-ciba  | 2025-06-19 17:32:27,094 DEBUG [liquibase.changelog.ChangeSet] (main) Table CREDENTIAL_ATTRIBUTE created
keycloak-ciba  | 2025-06-19 17:32:27,096 DEBUG [liquibase.changelog.ChangeSet] (main) Table FED_CREDENTIAL_ATTRIBUTE created
keycloak-ciba  | 2025-06-19 17:32:27,096 DEBUG [liquibase.changelog.ChangeSet] (main) CREDENTIAL.VALUE datatype was changed to VARCHAR(4000)
keycloak-ciba  | 2025-06-19 17:32:27,098 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to FED_CREDENTIAL_ATTRIBUTE (CREDENTIAL_ID)
keycloak-ciba  | 2025-06-19 17:32:27,099 DEBUG [liquibase.changelog.ChangeSet] (main) Foreign key constraint added to CREDENTIAL_ATTRIBUTE (CREDENTIAL_ID)
keycloak-ciba  | 2025-06-19 17:32:27,099 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.2.0.xml::2.2.0::bburke@redhat.com ran successfully in 8ms
keycloak-ciba  | 2025-06-19 17:32:27,102 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.3.0.xml::2.3.0::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,103 DEBUG [liquibase.changelog.ChangeSet] (main) Table FEDERATED_USER created
keycloak-ciba  | 2025-06-19 17:32:27,104 DEBUG [liquibase.changelog.ChangeSet] (main) Primary key added to FEDERATED_USER (ID)
keycloak-ciba  | 2025-06-19 17:32:27,105 DEBUG [liquibase.changelog.ChangeSet] (main) Default value dropped from USER_ENTITY.TOTP
keycloak-ciba  | 2025-06-19 17:32:27,110 DEBUG [liquibase.changelog.ChangeSet] (main) Column USER_ENTITY.TOTP dropped
keycloak-ciba  | 2025-06-19 17:32:27,114 DEBUG [liquibase.changelog.ChangeSet] (main) Columns PROVIDER_DISPLAY_NAME(VARCHAR(255)) added to IDENTITY_PROVIDER
keycloak-ciba  | 2025-06-19 17:32:27,116 DEBUG [liquibase.changelog.ChangeSet] (main) Columns SUB_TYPE(VARCHAR(255)) added to COMPONENT
keycloak-ciba  | 2025-06-19 17:32:27,118 DEBUG [liquibase.changelog.ChangeSet] (main) Update 2.3.0.Final: no update applicable for this taskUpdate 2.3.0.Final: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,126 DEBUG [liquibase.changelog.ChangeSet] (main) Column REALM.CODE_SECRET dropped
keycloak-ciba  | 2025-06-19 17:32:27,134 DEBUG [liquibase.changelog.ChangeSet] (main) Column REALM.PRIVATE_KEY dropped
keycloak-ciba  | 2025-06-19 17:32:27,141 DEBUG [liquibase.changelog.ChangeSet] (main) Column REALM.PUBLIC_KEY dropped
keycloak-ciba  | 2025-06-19 17:32:27,148 DEBUG [liquibase.changelog.ChangeSet] (main) Column REALM.CERTIFICATE dropped
keycloak-ciba  | 2025-06-19 17:32:27,154 DEBUG [liquibase.changelog.ChangeSet] (main) Columns CREATED_DATE(BIGINT),LAST_UPDATED_DATE(BIGINT) added to USER_CONSENT
keycloak-ciba  | 2025-06-19 17:32:27,154 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.3.0.xml::2.3.0::bburke@redhat.com ran successfully in 52ms
keycloak-ciba  | 2025-06-19 17:32:27,156 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.4.0.xml::2.4.0::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,158 DEBUG [liquibase.changelog.ChangeSet] (main) Update 2.4.0.Final: no update applicable for this taskUpdate 2.4.0.Final: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,158 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.4.0.xml::2.4.0::bburke@redhat.com ran successfully in 2ms
keycloak-ciba  | 2025-06-19 17:32:27,160 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.0.xml::2.5.0::bburke@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,162 DEBUG [liquibase.changelog.ChangeSet] (main) Update 2.5.0.Final: no update applicable for this taskUpdate 2.5.0.Final: no update applicable for this task
keycloak-ciba  | 2025-06-19 17:32:27,162 DEBUG [liquibase.changelog.ChangeSet] (main) OFFLINE_USER_SESSION.USER_ID datatype was changed to VARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,163 DEBUG [liquibase.changelog.ChangeSet] (main) ChangeSet META-INF/jpa-changelog-2.5.0.xml::2.5.0::bburke@redhat.com ran successfully in 3ms
keycloak-ciba  | 2025-06-19 17:32:27,165 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.0.xml::2.5.0-unicode-oracle::hmlnarik@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,165 DEBUG [liquibase.changelog.ChangeSet] (main) Marking ChangeSet: "META-INF/jpa-changelog-2.5.0.xml::2.5.0-unicode-oracle::hmlnarik@redhat.com" as ran despite precondition failure due to onFail='MARK_RAN': 
keycloak-ciba  |           META-INF/jpa-changelog-master.xml : DBMS Precondition failed: expected oracle, got h2
keycloak-ciba  | 
keycloak-ciba  | 2025-06-19 17:32:27,168 DEBUG [liquibase.ui.LoggerUIService] (main) Running Changeset: META-INF/jpa-changelog-2.5.0.xml::2.5.0-unicode-other-dbs::hmlnarik@redhat.com
keycloak-ciba  | 2025-06-19 17:32:27,169 DEBUG [liquibase.changelog.ChangeSet] (main) AUTHENTICATION_FLOW.DESCRIPTION datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,170 DEBUG [liquibase.changelog.ChangeSet] (main) CLIENT_TEMPLATE.DESCRIPTION datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,171 DEBUG [liquibase.changelog.ChangeSet] (main) RESOURCE_SERVER_POLICY.DESCRIPTION datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,171 DEBUG [liquibase.changelog.ChangeSet] (main) CLIENT.DESCRIPTION datatype was changed to NVARCHAR(255)
keycloak-ciba  | 2025-06-19 17:32:27,172 DEBUG [liquibase.changelog.ChangeSet] (main) CLIENT.NAME datatype was changed to NVARCHAR(255)
